dataset,model,scope,repetition,half_probe_count,mean_left,mean_right,signed_model_mean_difference,absolute_model_mean_difference,sample_mae,sample_rmse,sample_spearman
refcoco,groundingdino,clean_eligible,50,40,0.8547094188376754,0.8594689378757515,-0.0047595190380761545,0.0047595190380761545,0.0280060120240481,0.047547571368958194,0.9492363200511912
refcoco,groundingdino,full_manifest,51,40,0.85485,0.8559000000000001,-0.0010500000000000004,0.0010500000000000004,0.032650000000000005,0.05577858011817798,0.9448919545772312
refcoco,groundingdino,clean_eligible,51,40,0.8565631262525051,0.8576152304609219,-0.001052104208416834,0.001052104208416834,0.03271543086172345,0.05583444250585726,0.9445321341916002
refcoco,groundingdino,full_manifest,52,40,0.8563,0.85445,0.0018499999999999996,0.0018499999999999996,0.03275,0.05532856405149152,0.9432192019677959
refcoco,groundingdino,clean_eligible,52,40,0.8580160320641282,0.8561623246492986,0.001853707414829659,0.001853707414829659,0.03281563126252505,0.055383975746953,0.9428482318087236
refcoco,groundingdino,full_manifest,53,40,0.8549499999999999,0.8558,-0.0008499999999999994,0.0008499999999999994,0.02905,0.05021205034650547,0.953482349768618
refcoco,groundingdino,clean_eligible,53,40,0.8566633266533066,0.8575150300601202,-0.0008517034068136267,0.0008517034068136267,0.029108216432865732,0.0502623378406777,0.9531791877111018
refcoco,groundingdino,full_manifest,54,40,0.8555,0.85525,0.00024999999999999957,0.00024999999999999957,0.03145,0.05423329235810786,0.9453999432761698
refcoco,groundingdino,clean_eligible,54,40,0.8572144288577155,0.8569639278557114,0.00025050100200400756,0.00025050100200400756,0.03151302605210421,0.05428760713622543,0.9450432122970963
refcoco,groundingdino,full_manifest,55,40,0.8569,0.85385,0.0030499999999999998,0.0030499999999999998,0.029550000000000003,0.04981214711292819,0.9475888682012291
refcoco,groundingdino,clean_eligible,55,40,0.858617234468938,0.855561122244489,0.0030561122244488976,0.0030561122244488976,0.029609218436873752,0.049862034103010475,0.9472466684042975
